ward,precinct,total,Hillary Clinton,Hillary Clinton Percent,Willie L. Wilson,Willie L. Wilson Percent,Martin J. O'Malley,Martin J. O'Malley Percent,Roque ''Rocky'' De La Fuente,Roque ''Rocky'' De La Fuente Percent,Larry (Lawrence) Cohen,Larry (Lawrence) Cohen Percent,Bernie Sanders,Bernie Sanders Percent,precinct_id
45,25,188,73,38.83,2,1.06,1,0.53,1,0.53,0,0.0,111,59.04,45025
45,26,157,71,45.22,1,0.64,1,0.64,0,0.0,0,0.0,84,53.5,45026
45,27,261,119,45.59,2,0.77,3,1.15,0,0.0,1,0.38,136,52.11,45027
45,28,238,100,42.02,1,0.42,0,0.0,2,0.84,0,0.0,135,56.72,45028
45,29,168,71,42.26,1,0.6,1,0.6,0,0.0,0,0.0,95,56.55,45029
45,30,288,146,50.69,0,0.0,4,1.39,0,0.0,0,0.0,138,47.92,45030
45,31,247,98,39.68,2,0.81,1,0.4,0,0.0,0,0.0,146,59.11,45031
45,32,259,129,49.81,0,0.0,0,0.0,0,0.0,1,0.39,129,49.81,45032
45,33,226,96,42.48,0,0.0,4,1.77,0,0.0,0,0.0,126,55.75,45033
45,34,348,165,47.41,0,0.0,1,0.29,0,0.0,1,0.29,181,52.01,45034
45,35,327,143,43.73,1,0.31,4,1.22,0,0.0,0,0.0,179,54.74,45035
45,36,315,138,43.81,0,0.0,5,1.59,0,0.0,1,0.32,171,54.29,45036
45,37,271,124,45.76,1,0.37,0,0.0,0,0.0,1,0.37,145,53.51,45037
45,38,243,99,40.74,0,0.0,3,1.23,0,0.0,0,0.0,141,58.02,45038
45,39,273,119,43.59,0,0.0,1,0.37,0,0.0,0,0.0,153,56.04,45039
45,40,285,145,50.88,3,1.05,4,1.4,0,0.0,1,0.35,132,46.32,45040
45,41,266,116,43.61,0,0.0,1,0.38,0,0.0,0,0.0,149,56.02,45041
45,42,281,116,41.28,2,0.71,2,0.71,0,0.0,0,0.0,161,57.3,45042
45,43,257,91,35.41,0,0.0,2,0.78,2,0.78,0,0.0,162,63.04,45043
45,44,254,117,46.06,2,0.79,6,2.36,2,0.79,1,0.39,126,49.61,45044
45,45,171,76,44.44,1,0.58,1,0.58,0,0.0,0,0.0,93,54.39,45045
45,46,185,95,51.35,1,0.54,0,0.0,0,0.0,0,0.0,89,48.11,45046
45,47,200,85,42.5,1,0.5,4,2.0,0,0.0,0,0.0,110,55.0,45047
45,48,173,73,42.2,0,0.0,1,0.58,0,0.0,0,0.0,99,57.23,45048
46,1,310,168,54.19,2,0.65,1,0.32,1,0.32,0,0.0,138,44.52,46001
46,2,378,187,49.47,1,0.26,0,0.0,0,0.0,0,0.0,190,50.26,46002
46,3,473,273,57.72,0,0.0,3,0.63,0,0.0,0,0.0,197,41.65,46003
46,4,381,204,53.54,0,0.0,0,0.0,0,0.0,0,0.0,177,46.46,46004
46,5,427,182,42.62,0,0.0,0,0.0,0,0.0,0,0.0,245,57.38,46005
46,6,396,209,52.78,2,0.51,1,0.25,0,0.0,1,0.25,183,46.21,46006
46,7,452,284,62.83,1,0.22,0,0.0,0,0.0,0,0.0,167,36.95,46007
46,8,332,190,57.23,2,0.6,0,0.0,0,0.0,0,0.0,140,42.17,46008
46,9,442,168,38.01,0,0.0,0,0.0,0,0.0,0,0.0,274,61.99,46009
46,10,561,270,48.13,0,0.0,1,0.18,1,0.18,0,0.0,289,51.52,46010
46,11,355,168,47.32,0,0.0,0,0.0,0,0.0,2,0.56,185,52.11,46011
46,12,449,175,38.98,1,0.22,0,0.0,1,0.22,0,0.0,272,60.58,46012
46,13,405,204,50.37,0,0.0,2,0.49,0,0.0,0,0.0,199,49.14,46013
46,14,442,284,64.25,2,0.45,2,0.45,0,0.0,0,0.0,154,34.84,46014
46,15,374,201,53.74,0,0.0,1,0.27,0,0.0,0,0.0,172,45.99,46015
46,16,455,207,45.49,0,0.0,1,0.22,0,0.0,0,0.0,247,54.29,46016
46,17,420,227,54.05,0,0.0,2,0.48,0,0.0,0,0.0,191,45.48,46017
46,18,423,196,46.34,0,0.0,1,0.24,0,0.0,0,0.0,226,53.43,46018
46,19,269,154,57.25,0,0.0,1,0.37,0,0.0,1,0.37,113,42.01,46019
46,20,353,216,61.19,0,0.0,1,0.28,0,0.0,0,0.0,136,38.53,46020
46,21,271,116,42.8,0,0.0,2,0.74,0,0.0,1,0.37,152,56.09,46021
46,22,310,116,37.42,1,0.32,0,0.0,1,0.32,0,0.0,192,61.94,46022
46,23,349,182,52.15,0,0.0,0,0.0,0,0.0,0,0.0,167,47.85,46023
46,24,422,213,50.47,0,0.0,0,0.0,0,0.0,0,0.0,209,49.53,46024
46,25,382,176,46.07,0,0.0,0,0.0,0,0.0,1,0.26,205,53.66,46025
46,26,409,180,44.01,0,0.0,1,0.24,0,0.0,0,0.0,228,55.75,46026
46,27,481,213,44.28,2,0.42,0,0.0,0,0.0,0,0.0,266,55.3,46027
46,28,408,246,60.29,0,0.0,0,0.0,0,0.0,0,0.0,162,39.71,46028
46,29,325,184,56.62,1,0.31,1,0.31,1,0.31,1,0.31,137,42.15,46029
46,30,421,240,57.01,0,0.0,1,0.24,0,0.0,0,0.0,180,42.76,46030
46,31,410,201,49.02,0,0.0,1,0.24,0,0.0,0,0.0,208,50.73,46031
46,32,432,238,55.09,0,0.0,1,0.23,1,0.23,0,0.0,192,44.44,46032
46,33,458,261,56.99,0,0.0,1,0.22,0,0.0,0,0.0,196,42.79,46033
46,34,428,177,41.36,1,0.23,1,0.23,0,0.0,0,0.0,249,58.18,46034
46,35,507,283,55.82,0,0.0,0,0.0,0,0.0,0,0.0,224,44.18,46035
46,36,360,213,59.17,2,0.56,1,0.28,0,0.0,0,0.0,144,40.0,46036
46,37,273,173,63.37,3,1.1,1,0.37,0,0.0,0,0.0,96,35.16,46037
46,38,366,187,51.09,0,0.0,1,0.27,0,0.0,0,0.0,178,48.63,46038
46,39,394,217,55.08,2,0.51,0,0.0,0,0.0,1,0.25,174,44.16,46039
46,40,358,174,48.6,1,0.28,0,0.0,0,0.0,1,0.28,182,50.84,46040
47,1,233,115,49.36,1,0.43,0,0.0,0,0.0,0,0.0,117,50.21,47001
47,2,410,194,47.32,1,0.24,2,0.49,0,0.0,1,0.24,212,51.71,47002
47,3,405,239,59.01,0,0.0,1,0.25,0,0.0,1,0.25,164,40.49,47003
47,4,391,188,48.08,0,0.0,2,0.51,0,0.0,0,0.0,201,51.41,47004
47,5,465,179,38.49,0,0.0,1,0.22,0,0.0,0,0.0,285,61.29,47005
47,6,437,206,47.14,0,0.0,2,0.46,1,0.23,1,0.23,227,51.95,47006
47,7,366,155,42.35,1,0.27,2,0.55,0,0.0,0,0.0,208,56.83,47007
47,8,378,190,50.26,1,0.26,1,0.26,0,0.0,0,0.0,186,49.21,47008
47,9,326,149,45.71,0,0.0,1,0.31,1,0.31,0,0.0,175,53.68,47009
47,10,535,193,36.07,0,0.0,0,0.0,0,0.0,0,0.0,342,63.93,47010
47,11,363,190,52.34,0,0.0,0,0.0,0,0.0,0,0.0,173,47.66,47011
47,12,431,178,41.3,1,0.23,1,0.23,0,0.0,0,0.0,251,58.24,47012
47,13,429,152,35.43,0,0.0,0,0.0,0,0.0,0,0.0,277,64.57,47013
47,14,353,177,50.14,0,0.0,2,0.57,0,0.0,0,0.0,174,49.29,47014
47,15,572,209,36.54,3,0.52,0,0.0,0,0.0,1,0.17,359,62.76,47015
47,16,398,173,43.47,2,0.5,0,0.0,0,0.0,0,0.0,223,56.03,47016
47,17,391,173,44.25,2,0.51,2,0.51,0,0.0,0,0.0,214,54.73,47017
47,18,411,202,49.15,0,0.0,0,0.0,0,0.0,1,0.24,208,50.61,47018
47,19,569,249,43.76,0,0.0,0,0.0,0,0.0,0,0.0,320,56.24,47019
47,20,398,165,41.46,0,0.0,1,0.25,0,0.0,0,0.0,232,58.29,47020
47,21,389,158,40.62,0,0.0,1,0.26,0,0.0,1,0.26,229,58.87,47021
47,22,470,204,43.4,0,0.0,2,0.43,0,0.0,0,0.0,264,56.17,47022
47,23,505,220,43.56,0,0.0,1,0.2,0,0.0,0,0.0,284,56.24,47023
47,24,374,176,47.06,1,0.27,0,0.0,0,0.0,0,0.0,197,52.67,47024
47,25,454,207,45.59,0,0.0,0,0.0,0,0.0,0,0.0,247,54.41,47025
47,26,547,237,43.33,1,0.18,0,0.0,0,0.0,0,0.0,309,56.49,47026
47,27,353,160,45.33,1,0.28,3,0.85,0,0.0,0,0.0,189,53.54,47027
47,28,410,186,45.37,0,0.0,1,0.24,0,0.0,0,0.0,223,54.39,47028
47,29,412,179,43.45,0,0.0,1,0.24,0,0.0,0,0.0,232,56.31,47029
47,30,505,228,45.15,0,0.0,2,0.4,0,0.0,0,0.0,275,54.46,47030
47,31,421,186,44.18,0,0.0,0,0.0,0,0.0,0,0.0,235,55.82,47031
47,32,522,192,36.78,0,0.0,1,0.19,0,0.0,0,0.0,329,63.03,47032
47,33,350,176,50.29,1,0.29,1,0.29,0,0.0,0,0.0,172,49.14,47033
47,34,481,211,43.87,0,0.0,0,0.0,1,0.21,0,0.0,269,55.93,47034
47,35,385,182,47.27,1,0.26,1,0.26,0,0.0,0,0.0,201,52.21,47035
47,36,511,164,32.09,1,0.2,0,0.0,0,0.0,0,0.0,346,67.71,47036
47,37,435,175,40.23,0,0.0,1,0.23,0,0.0,1,0.23,258,59.31,47037
47,38,423,188,44.44,0,0.0,1,0.24,0,0.0,1,0.24,233,55.08,47038
47,39,423,200,47.28,0,0.0,2,0.47,1,0.24,0,0.0,220,52.01,47039
47,40,407,167,41.03,0,0.0,1,0.25,0,0.0,0,0.0,239,58.72,47040
47,41,481,193,40.12,0,0.0,2,0.42,0,0.0,0,0.0,286,59.46,47041
47,42,427,139,32.55,1,0.23,1,0.23,0,0.0,0,0.0,286,66.98,47042
47,43,352,164,46.59,0,0.0,0,0.0,0,0.0,1,0.28,187,53.13,47043
47,44,357,233,65.27,2,0.56,1,0.28,0,0.0,0,0.0,121,33.89,47044
47,45,438,170,38.81,0,0.0,0,0.0,0,0.0,0,0.0,268,61.19,47045
47,46,355,147,41.41,0,0.0,4,1.13,1,0.28,1,0.28,202,56.9,47046
47,47,457,210,45.95,0,0.0,0,0.0,1,0.22,2,0.44,244,53.39,47047
47,48,52,43,82.69,0,0.0,0,0.0,0,0.0,0,0.0,9,17.31,47048
48,1,365,162,44.38,0,0.0,0,0.0,0,0.0,0,0.0,203,55.62,48001
48,2,198,114,57.58,0,0.0,0,0.0,0,0.0,0,0.0,84,42.42,48002
48,3,496,242,48.79,2,0.4,0,0.0,0,0.0,0,0.0,252,50.81,48003
48,4,415,202,48.67,0,0.0,0,0.0,0,0.0,0,0.0,213,51.33,48004
48,5,234,131,55.98,0,0.0,1,0.43,0,0.0,0,0.0,102,43.59,48005
48,6,501,245,48.9,2,0.4,0,0.0,0,0.0,0,0.0,254,50.7,48006
48,7,436,212,48.62,0,0.0,1,0.23,0,0.0,0,0.0,223,51.15,48007
48,8,199,122,61.31,0,0.0,0,0.0,0,0.0,1,0.5,76,38.19,48008
48,9,262,159,60.69,0,0.0,0,0.0,0,0.0,0,0.0,103,39.31,48009
48,10,580,286,49.31,0,0.0,0,0.0,0,0.0,0,0.0,294,50.69,48010
48,11,355,193,54.37,0,0.0,1,0.28,0,0.0,0,0.0,161,45.35,48011
48,12,509,265,52.06,1,0.2,0,0.0,0,0.0,0,0.0,243,47.74,48012
48,13,500,258,51.6,0,0.0,0,0.0,3,0.6,2,0.4,237,47.4,48013
48,14,221,142,64.25,0,0.0,0,0.0,0,0.0,0,0.0,79,35.75,48014
48,15,255,134,52.55,0,0.0,0,0.0,0,0.0,1,0.39,120,47.06,48015
48,16,406,181,44.58,1,0.25,0,0.0,0,0.0,0,0.0,224,55.17,48016
48,17,412,228,55.34,2,0.49,0,0.0,0,0.0,2,0.49,180,43.69,48017
48,18,336,203,60.42,1,0.3,0,0.0,0,0.0,2,0.6,130,38.69,48018
48,19,301,164,54.49,0,0.0,0,0.0,1,0.33,0,0.0,136,45.18,48019
48,20,500,199,39.8,0,0.0,1,0.2,0,0.0,1,0.2,299,59.8,48020
48,21,507,294,57.99,1,0.2,0,0.0,0,0.0,1,0.2,211,41.62,48021
48,22,331,218,65.86,0,0.0,0,0.0,0,0.0,0,0.0,113,34.14,48022
48,23,436,274,62.84,0,0.0,2,0.46,1,0.23,0,0.0,159,36.47,48023
48,24,393,198,50.38,0,0.0,1,0.25,0,0.0,0,0.0,194,49.36,48024
48,25,403,185,45.91,0,0.0,1,0.25,0,0.0,0,0.0,217,53.85,48025
48,26,219,121,55.25,0,0.0,2,0.91,0,0.0,1,0.46,95,43.38,48026
48,27,573,182,31.76,0,0.0,0,0.0,0,0.0,0,0.0,391,68.24,48027
48,28,417,213,51.08,2,0.48,0,0.0,0,0.0,1,0.24,201,48.2,48028
48,29,212,160,75.47,1,0.47,0,0.0,0,0.0,0,0.0,51,24.06,48029
48,30,387,183,47.29,0,0.0,0,0.0,0,0.0,1,0.26,203,52.45,48030
48,31,589,260,44.14,1,0.17,3,0.51,0,0.0,0,0.0,325,55.18,48031
48,32,461,187,40.56,0,0.0,2,0.43,0,0.0,0,0.0,272,59.0,48032
48,33,231,146,63.2,0,0.0,0,0.0,0,0.0,0,0.0,85,36.8,48033
48,34,368,160,43.48,1,0.27,0,0.0,0,0.0,0,0.0,207,56.25,48034
48,35,308,183,59.42,4,1.3,1,0.32,1,0.32,0,0.0,119,38.64,48035
48,36,255,149,58.43,0,0.0,0,0.0,1,0.39,0,0.0,105,41.18,48036
48,37,440,192,43.64,0,0.0,0,0.0,0,0.0,0,0.0,248,56.36,48037
48,38,460,239,51.96,0,0.0,3,0.65,0,0.0,0,0.0,218,47.39,48038
48,39,328,191,58.23,0,0.0,2,0.61,0,0.0,0,0.0,135,41.16,48039
48,40,393,167,42.49,0,0.0,1,0.25,0,0.0,0,0.0,225,57.25,48040
48,41,521,215,41.27,0,0.0,0,0.0,0,0.0,0,0.0,306,58.73,48041
48,42,493,233,47.26,2,0.41,1,0.2,0,0.0,0,0.0,257,52.13,48042
48,43,438,209,47.72,1,0.23,0,0.0,0,0.0,2,0.46,226,51.6,48043
48,44,531,221,41.62,0,0.0,0,0.0,0,0.0,1,0.19,309,58.19,48044
48,45,360,135,37.5,0,0.0,0,0.0,0,0.0,0,0.0,225,62.5,48045
48,46,278,131,47.12,1,0.36,1,0.36,1,0.36,0,0.0,144,51.8,48046
49,1,324,177,54.63,1,0.31,1,0.31,0,0.0,2,0.62,143,44.14,49001
49,2,289,110,38.06,2,0.69,0,0.0,0,0.0,1,0.35,176,60.9,49002
49,3,458,210,45.85,2,0.44,0,0.0,0,0.0,0,0.0,246,53.71,49003
49,4,574,220,38.33,3,0.52,0,0.0,0,0.0,0,0.0,351,61.15,49004
49,5,438,273,62.33,3,0.68,3,0.68,0,0.0,0,0.0,159,36.3,49005
49,6,395,162,41.01,0,0.0,0,0.0,0,0.0,0,0.0,233,58.99,49006
49,7,454,163,35.9,1,0.22,0,0.0,0,0.0,0,0.0,290,63.88,49007
49,8,344,205,59.59,0,0.0,0,0.0,0,0.0,1,0.29,138,40.12,49008
49,9,441,190,43.08,0,0.0,0,0.0,0,0.0,0,0.0,251,56.92,49009
49,10,415,202,48.67,0,0.0,0,0.0,0,0.0,0,0.0,213,51.33,49010
49,11,524,220,41.98,1,0.19,0,0.0,0,0.0,0,0.0,303,57.82,49011
49,12,613,181,29.53,0,0.0,0,0.0,0,0.0,0,0.0,432,70.47,49012
49,13,514,245,47.67,0,0.0,0,0.0,0,0.0,0,0.0,269,52.33,49013
49,14,373,172,46.11,0,0.0,0,0.0,0,0.0,1,0.27,200,53.62,49014
49,15,336,141,41.96,1,0.3,0,0.0,1,0.3,0,0.0,193,57.44,49015
49,16,437,189,43.25,1,0.23,0,0.0,0,0.0,1,0.23,246,56.29,49016
49,17,300,154,51.33,0,0.0,1,0.33,0,0.0,1,0.33,144,48.0,49017
49,18,577,192,33.28,0,0.0,0,0.0,1,0.17,0,0.0,384,66.55,49018
49,19,389,172,44.22,3,0.77,0,0.0,0,0.0,0,0.0,214,55.01,49019
49,20,631,254,40.25,1,0.16,1,0.16,0,0.0,0,0.0,375,59.43,49020
49,21,262,158,60.31,0,0.0,1,0.38,1,0.38,0,0.0,102,38.93,49021
49,22,435,209,48.05,2,0.46,3,0.69,2,0.46,0,0.0,219,50.34,49022
49,23,559,194,34.7,3,0.54,0,0.0,0,0.0,1,0.18,361,64.58,49023
49,24,395,189,47.85,1,0.25,0,0.0,0,0.0,1,0.25,204,51.65,49024
49,25,611,216,35.35,1,0.16,1,0.16,0,0.0,0,0.0,393,64.32,49025
49,26,493,185,37.53,1,0.2,1,0.2,0,0.0,2,0.41,304,61.66,49026
49,27,525,210,40.0,0,0.0,2,0.38,0,0.0,0,0.0,313,59.62,49027
49,28,589,228,38.71,0,0.0,0,0.0,0,0.0,0,0.0,361,61.29,49028
49,29,556,193,34.71,0,0.0,1,0.18,0,0.0,1,0.18,361,64.93,49029
49,30,476,200,42.02,1,0.21,1,0.21,0,0.0,0,0.0,274,57.56,49030
49,31,354,175,49.44,2,0.56,0,0.0,0,0.0,0,0.0,177,50.0,49031
49,32,476,234,49.16,2,0.42,0,0.0,0,0.0,2,0.42,238,50.0,49032
49,33,397,186,46.85,1,0.25,0,0.0,0,0.0,0,0.0,210,52.9,49033
50,1,197,93,47.21,0,0.0,1,0.51,0,0.0,1,0.51,102,51.78,50001
50,2,166,95,57.23,0,0.0,0,0.0,0,0.0,0,0.0,71,42.77,50002
50,3,231,113,48.92,0,0.0,0,0.0,0,0.0,1,0.43,117,50.65,50003
50,4,294,143,48.64,0,0.0,1,0.34,0,0.0,0,0.0,150,51.02,50004
50,5,146,62,42.47,0,0.0,0,0.0,0,0.0,1,0.68,83,56.85,50005
50,6,336,175,52.08,2,0.6,2,0.6,0,0.0,3,0.89,154,45.83,50006
50,7,386,178,46.11,1,0.26,3,0.78,0,0.0,0,0.0,204,52.85,50007
50,8,335,180,53.73,0,0.0,0,0.0,0,0.0,0,0.0,155,46.27,50008
50,9,249,129,51.81,2,0.8,0,0.0,0,0.0,1,0.4,117,46.99,50009
50,10,233,101,43.35,0,0.0,1,0.43,0,0.0,1,0.43,130,55.79,50010
50,11,106,52,49.06,1,0.94,0,0.0,0,0.0,0,0.0,53,50.0,50011
50,12,120,75,62.5,0,0.0,1,0.83,0,0.0,0,0.0,44,36.67,50012
50,13,376,156,41.49,0,0.0,1,0.27,0,0.0,0,0.0,219,58.24,50013
50,14,82,39,47.56,0,0.0,0,0.0,0,0.0,0,0.0,43,52.44,50014
50,15,387,188,48.58,0,0.0,1,0.26,0,0.0,0,0.0,198,51.16,50015
50,16,86,50,58.14,0,0.0,0,0.0,0,0.0,2,2.33,34,39.53,50016
50,17,224,86,38.39,1,0.45,0,0.0,0,0.0,0,0.0,137,61.16,50017
50,18,39,24,61.54,0,0.0,0,0.0,0,0.0,0,0.0,15,38.46,50018
50,19,195,98,50.26,1,0.51,0,0.0,0,0.0,0,0.0,96,49.23,50019
50,20,328,137,41.77,0,0.0,1,0.3,0,0.0,2,0.61,188,57.32,50020
50,21,276,109,39.49,0,0.0,0,0.0,0,0.0,0,0.0,167,60.51,50021
50,22,202,87,43.07,0,0.0,2,0.99,0,0.0,2,0.99,111,54.95,50022
50,23,176,101,57.39,1,0.57,0,0.0,0,0.0,0,0.0,74,42.05,50023
50,24,149,73,48.99,0,0.0,0,0.0,0,0.0,3,2.01,73,48.99,50024
50,25,163,91,55.83,1,0.61,1,0.61,0,0.0,1,0.61,69,42.33,50025
50,26,299,150,50.17,0,0.0,0,0.0,0,0.0,3,1.0,146,48.83,50026
50,27,80,44,55.0,0,0.0,0,0.0,0,0.0,0,0.0,36,45.0,50027
50,28,337,195,57.86,4,1.19,1,0.3,4,1.19,0,0.0,133,39.47,50028
50,29,263,119,45.25,1,0.38,4,1.52,1,0.38,0,0.0,138,52.47,50029
50,30,240,136,56.67,2,0.83,0,0.0,0,0.0,0,0.0,102,42.5,50030
50,31,374,182,48.66,0,0.0,0,0.0,1,0.27,0,0.0,191,51.07,50031
50,32,342,165,48.25,2,0.58,1,0.29,0,0.0,0,0.0,174,50.88,50032
50,33,152,86,56.58,3,1.97,0,0.0,0,0.0,1,0.66,62,40.79,50033
50,34,375,160,42.67,0,0.0,1,0.27,1,0.27,0,0.0,213,56.8,50034
50,35,397,196,49.37,1,0.25,1,0.25,0,0.0,0,0.0,199,50.13,50035
50,36,301,136,45.18,1,0.33,3,1.0,3,1.0,1,0.33,157,52.16,50036
50,37,322,158,49.07,0,0.0,0,0.0,0,0.0,0,0.0,164,50.93,50037
50,38,145,75,51.72,0,0.0,0,0.0,0,0.0,1,0.69,69,47.59,50038
50,39,173,85,49.13,0,0.0,1,0.58,0,0.0,0,0.0,87,50.29,50039
50,40,184,69,37.5,1,0.54,3,1.63,1,0.54,2,1.09,108,58.7,50040
